"id","hadith_id","source","tradition","volume","chapter_no","hadith_no","chapter","category","chain_indx","text_ar","text_en","sanad","matn_en","grade_tradition","grade_source","grade_value","gradings_full","url","page_ref"
"rida_0011","11","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","11","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: رأيت النبي صلى الله عليه وآله كبر على عمه الحمزة عليه السلام خمس تكبيرات وكبر على الشهداء بعده خمس تكبيرات فلحق بحمزة سبعون تكبيرة ووضع يده اليمنى على اليسرى. وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي إذا صليت على جنازة فقل اللهم ان هذا عبدك وابن امتك ماض فيه حكمك ولم يكن شيئا مذكورا زارك وانت خير مزور، اللهم لقنه حجته والحقه بنبيك ونور له في قبره ووسع عليه في مدخله وثبته بالقول الثابت فانه افتقر اليك واستغنيت عنه وكان يشهد ان لا إله إلا أنت فاغفر له، اللهم لا تحرمنا أجره ولا تفتنا بعده. يا علي إذا صليت على امرأة فقل اللهم انت خلقتها وانت أحييتها وانت أمتها وانت أعلم بسرها وعلانيتها جئناك شفعاء لها فاغفر لها، اللهم لا تحرمنا أجرها ولا تفتنا بعدها. يا علي، إذا صليت على طفل فقل اللهم اجعله لابويه سلفا وذخرا وجعله فرطا واجعله لهما نورا ورشدا واعقب والديه الجنة انك على كل شئ قدير. الباب الرابع في فضل أهل البيت وهو ثلاثة أقسام القسم الاول في فضل علي بن أبي طالب كرم الله وجهه: وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي، أنا سيد المرسلين وانت يعسوب المؤمنين وامام المتقين وقائد الغر المحجلين، قال أبو القاسم الطائي سألت احمد بن يحيى عن اليعسوب قال: الذكر من النحل الذي يتقدمها ويحامي عليها. وباسناده قال: قال رسول الله صلى الله عليه وآله لما اسري بي إلى السماء أخذ جبريل بيدي وأقعدني على درنوك من درانيك الجنة ثم ناولني سفرجلة منها فبينا كنت أقلبها إذ تفلقت فخرج منها جارية حوراء لم أر أحسن منها، فقالت السلام عليك يا محمد، قلت من انت، قالت الراضية المرضية خلقني الجبار من ثلاثة أصناف، أسفلي من مسك ووسطي من كافور واعلائي من عنبر فعجنني من ماء الحيوان ثم قال لي الجبار كوني فكنت لاخيك وابن عمك علي بن أبي طالب. وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي، اني سألت ربي فيك خمس خصال فأعطاني، أما أولهن فسألت ربي ان تنشق عني الارض وانفض التراب عن رأسي وانت معي فأعطاني، وأما الثانية فسألت ربي ان يوقفني عند كفة الميزان وانت معي فأعطاني، وأما الثالثة فسألت ربي أن يجعلك حامل اللواء وهو لواء الله الاكبر تحته المفلحون الفائزون في الجنة فأعطاني، وأما الرابعة فسألت ربي ان تسقي أمتي من حوضي فأعطاني، وأما الخامسة فأسلت ربي أن يجعلك قائد أمتي إلى الجنة فأعطاني ربي والحمد لله الذي من علي بذلك.","","","","Zaydi","","","","","V01P454"
"rida_0012","12","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","12","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي، إذا كان يوم القيامة أخذت بحجزة الله وأخذت انت بحجزتي وأخذ ولدك بحجزتك وأخذت شيعة ولدك بحجزهم فترى اين يؤم بنا، قال أبو القاسم الطائي سألت أبا العباس بن ثعلب عن الحجزة، قال هي السبب وسألت ابن نفطويه النحوي عن ذلك فقال هي السبب . وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي، انك قسيم النار والجنة وانك تقرع باب الجنة فتدخلها بلا حساب. وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي، إذا كان يوم القيامة كنت انت وولدك على خيل بلق متوجون بالدر والياقوت فيأمر الله بكم إلى الجنة والناس ينظرون. وباسناده قال: قال رسول الله صلى الله عليه وآله إذا كان يوم القيامة نوديت من بطنان العرش نعم الاب، ابوك إبراهيم، ونعم الاخ اخوك علي بن أبي طالب. وباسناده قال: قال رسول الله صلى الله عليه وآله ان الله أمرني بحب أربعة علي وسلمان وابي ذر والمقداد بن الاسود. وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي، ان الله قد غفر لك ولذريتك ولشيعتك والمحبي شيعتك والمحبي محبي شيعتك فابشر فانك الانزع البطين منزوع من الشرك مبطون من العلم.","","","","Zaydi","","","","","V01P456"
"rida_0013","13","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","13","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله من كنت مولاه فعلي مولاه اللهم وال من والاه وعاد من عاداه واخذل من خذله وانصر من نصره. وباسناده قال: حدثني علي بن أبي طالب عليه السلام قال: ورثت عن رسول الله صلى الله عليه وآله كتابين كتاب الله تعالى وكتابا في قراب سيفي، قيل يا امير المؤمنين وما الكتاب في قراب سيفك، قال من قتل غير قاتله أو ضرب غير ضاربه فعليه لعنة الله. وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي لولاك ما عرف المؤمنون بعدي.","","","","Zaydi","","","","","V01P457"
"rida_0014","14","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","14","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي انك أعطيت ثلاثا ما اعطيت أنا مثلهن، قلت فداك أبي وامي ما اعطيت، قال صلى الله عليه وآله اعطيت صهرا مثلي واعطيت مثل زوجتك فاطمة واعطيت مثل ولديك الحسن والحسين. وباسناده قال: قال رسول الله صلى الله عليه وآله يا علي ليس في القيامة راكب غيرنا ونحن أربعة، فقام إليه رجل من الانصار، فقال له يارسول الله من هم، فقال أنا على دابة البراق وأخي صالح على ناقة الله تعالى التي عقرت وعمي حمزة على ناقتي العضبا وأخي علي بن أبي طالب على ناقة من نوق الجنة وبيده لواء الحمد ينادي لا إله إلا الله محمد رسول الله صلى الله عليه وآله فيقول الآدميون ما هذا الا ملك مقرب أو نبي مرسل أو حامل عرش فيجيبهم ملك من بطنان العرش يا معشر الآدميين ليس ملك مقرب ولا نبي مرسل ولا حامل عرش هذا علي بن أبي طالب. وباسناده قال: قال علي عليه السلام من أحبني وجدني عند مماته بحيث ما يحب ومن أبغضني وجدني عند مماته بحيث يكره. القسم الثاني في فضل فاطمة رضي الله عنها. وباسناده قال: قال رسول الله صلى الله عليه وآله انما سميت ابنتي فاطمة لان الله تعالى فطمها وفطم من أحبها من النار. وباسناده قال: قال رسول الله صلى الله عليه وآله ان الله يغضب لغضب فاطمة ويرضى لرضاها.","","","","Zaydi","","","","","V01P459"
"rida_0015","15","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","15","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله تحشر ابنتي فاطمة يوم القيامة ومعها ثياب مصبوغة بدم الحسين فتعلق بقائمة من قوائم العرش فتقول يا رب احكم بيني وبين قاتل ولدي، قال رسول الله صلى الله عليه وآله فيحكم لابنتي ورب الكعبة. وباسناده قال: قال رسول الله صلى الله عليه وآله تحشر ابنتي فاطمة وعليها حلة الكرامة قد عجنت بماء الحياة فينظر إليها الخلائق فيتعجبون منها ثم تكسا ايضا حلتين من حلل الجنة مكتوب على كل حلة بخط أخضر أدخلوا بنت محمد الجنة مكتوبا على أحسن الصورة وأحسن الكرامة وأحسن المنظر فتزف إلى الجنة كما تزف العروس ويوكل بها سبعون الف جارية. وباسناده قال: قال رسول الله صلى الله عليه وآله إذا كان يوم القيامة نادى مناد من بطنان العرش يا معشر الخلائق غضوا أبصاركم حتى تجوز فاطمة بنت محمد صلى الله عليه وآله.","","","","Zaydi","","","","","V01P460"
"rida_0016","16","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","16","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال علي بن أبي طالب عليه السلام كنا مع النبي صلى الله عليه وآله في حفر الخندق إذ جاءت فاطمة عليها السلام ومعها كسيرة من خبز فدفعتها إلى النبي صلى الله عليه وآله، فقال صلى الله عليه وآله ما هذه الكسيرة، قالت قرص شعير خبزته للحسن والحسين جئتك منه بهذه الكسيرة، فقال صلى الله عليه وآله يا فاطمة اما انه اول طعام دخل في في ابيك منذ ثلاثة ايام. وباسناده قال: قال رسول الله صلى الله عليه وآله أتاني ملك فقال يا محمد ان الله عزوجل يقرئك السلام ويقول: قد زوجت فاطمة من علي فزوجها منه وأمرت شجرة طوبى ان تحمل الدر والمرجان واليواقيت وان أهل السماء قد فرحوا بذلك وسيولد لهما ولدان سيدا شباب أهل الجنة وبهما تزين أهل الجنة فابشر يا محمد فأنت خير الاولين والآخرين. وباسناده قال: حدثني أبي علي بن الحسين، قال حدثتني اسماء بنت عميس قالت: كنت عند جدتك فاطمة عليها السلام إذ دخل رسول الله صلى الله عليه وآله وفي عنقها قلادة من ذهب كان علي بن أبي طالب اشتراها لها من فئ له، فقال لها النبي صلى الله عليه وآله لا يغرنك الناس ان يقولوا بنت محمد وعليك لبس الجبابرة، فقطعتها فباعتها واشترت لها رقبة واعتقتها فسر النبي صلى الله عليه وآله بذلك. القسم الثالث في فضل الحسنين وولادتهما واهل البيت عليهم السلام عموما: وباسناده قال: قال رسول الله صلى الله عليه وآله سيدا شباب أهل الجنة الحسن والحسين وابوهما خير منهما. وباسناده قال: قال رسول الله صلى الله عليه وآله الولد ريحانة وريحانتاي الحسن والحسين. وباسناده قال: حدثني علي بن أبي طالب عليه السلام ان الحسن والحسين كانا يلعبان عند النبي صلى الله عليه وآله حتى مضى عامة الليل، ثم قال صلى الله عليه وآله انصرفا إلى امكما فبرقت برقة فما زالت تضئ لهما حتى دخلا على فاطمة والنبي صلى الله عليه وآله ينظر إلى البقرة، فقال الحمد لله الذي أكرمنا اهل البيت. وباسناده قال: قال رسول الله صلى الله عليه وآله النجوم أمان لاهل السماء وأهل بيتي واولادي أمان لامتي. وباسناده قال: قال رسول الله صلى الله عليه وآله حرمت الجنة على من ظلم أهل بيتي وقاتلهم والمعين عليهم ومن سبهم اولئك لا خلاق لهم في الآخرة ولا يكلمهم الله يوم القيامة ولا يزكيهم ولهم عذاب أليم. وباسناده قال: قال رسول الله صلى الله عليه وآله أربعة أنا شفيع لهم يوم القيامة المكرم لذريتي والقاضي لهم حوائجهم والساعي لهم في امورهم عندما اضطروا إليها والمحب لهم بقلبه ولسانه. وباسناده قال: قال رسول الله صلى الله عليه وآله إنا أهل بيت لا تحل لنا الصدقة وأمرنا باسباغ الوضوء وان لا ننزي حمارا على عتيقة.","","","","Zaydi","","","","","V01P463"
"rida_0017","17","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","17","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله من سب نبيا قتل ومن سب صاحب نبى جلد. وباسناده قال: قال رسول الله صلى الله عليه وآله مثل أهل بيتي فيكم كسفينة نوح من ركبها نجا ومن تخلف عنها زج في النار. وباسناده قال: قال رسول الله صلى الله عليه وآله الويل لظالمي أهل بيتى عذابهم مع المنافقين في الدرك الاسفل من النار. وباسناده قال: قال رسول الله صلى الله عليه وآله كأني قد دعيت فاجبت واني تارك فيكم الثقلين أحدهما أكبر من الآخر كتاب الله عزوجل حبل ممدود من السماء إلى الارض وعترتي أهل بيتي فانظروا كيف تخلفوني فيهما.","","","","Zaydi","","","","","V01P464"
"rida_0018","18","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","18","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله اشتد غضب الله وغضب رسول على من أهرق دم ذريتي أو أذاني في عترتي. وباسناده قال جعفر بن محمد عليهما السلام: السبت لنا والاحد لشيعتنا والاثنين لبني امية والثلاثاء لشيعتهم والاربعاء لبني العباس والخميس لشيعتهم والجمعة لله وليس فيه سفر، قال الله تعالى فإذا قضيت الصلاة فانتشروا في الارض وابتغوا من فضل الله يعني يوم السبت. وباسناده قال: حدثني أبو موسى بن جعفر قال: كان على خاتم محمد بن علي ظني بالله حسن وبالنبي المؤتمن وبالوصي ذي المنن وبالخيرين الحسين والحسن. وباسناده قال: قال علي بن الحسين عليهما السلام، سادات الناس في الدنيا الاسخياء وسادات الناس في الآخرة الاتقياء. وباسناده قال: قال علي بن الحسين عليه السلام، العافية ملك خفي.","","","","Zaydi","","","","","V01P465"
"rida_0019","19","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","19","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال علي بن أبي طالب، قال رسول الله صلى الله عليه وآله من اصطنع صنيعة إلى واحد من اولاد عبد المطلب ولم يجازه عليها فأنا اجازه غدا إذا لقيته يوم القيامة. وباسناده قال علي بن الحسين عليهما السلام ان النبي صلى الله عليه وآله اذن في اذن الحسن والحسين بالصلاة عليهما يوم ولدا. وباسناده قال: حدثني ابى علي بن الحسين عليهما السلام قال: حدثتني اسماء بنت عميس قالت: قبلت جدتك فاطمة بالحسن والحسين عليهما السلام، فلما ولد الحسن عليه السلام جاء النبي صلى الله عليه وآله فقال: يا أسماء هاتي ابني فدفعته إليه في خرقة صفراء فرمى بها النبي صلى الله عليه وآله فقال: يا اسماء ألم أعهد اليك انك لا تلقي المولود في خرقة صفراء فلفته في خرقة بيضاء فدفعته إليه فأذن في اذنه اليمنى وأقام في اذنه اليسرى ثم قال صلى الله عليه وآله بأي شئ سميت ابني هذا يا علي، قال عليه السلام ما كنت لاسبقك باسمه يا رسول الله وقد كنت احب ان اسميه حربا، فقال صلى الله عليه وآله اني لا اسبق باسمه ربي عزوجل، ثم هبط جبريل عليه السلام فقال يا محمد العلي الاعلى يقرئك السلام ويقول لك علي منك بمنزلة هرون من موسى ولا نبي بعدك فسم ابنك هذا باسم ابن هرون، فقال صلى الله عليه وآله وما اسم ابن هرون يا جبريل، فقال شبر، فقال صلى الله عليه وآله لساني عربي، فقال سمه الحسن، فقالت اسماء فسماه الحسن، فلما كان يوم سابعه عق عنه النبي صلى الله عليه وآله يكبشين املحين فأعطى القابلة فخذ كبش وحلق رأسه وتصدق بوزن الشعر ورقا وطلى رأسه بالخلوق 3) ثم قال يا اسماء الدم فعل الجاهلية فقالت اسماء فلما كان بعد حول من مولد الحسن عليه السلام ولد الحسين عليه السلام فجاء النبي صلى الله عليه وآله فقال يا اسماء هلمي ابني فدفعته إليه في خرقة بيضاء فأذن في اذنه اليمنى وأقام في اليسرى ووضعته في حجره فبكى، فقالت اسماء فداك أبي وامي مم بكاؤك، فقال صلى الله عليه وآله من ابني هذا قلت انه ولد الساعة، فقال صلى الله عليه وآله تقتله الفئة الباغية من بعدي لا أنالهم الله شفاعتي، ثم قال صلى الله عليه وآله لا تخبري فاطمة فانها حديثة عهد بولاده ثم قال صلى الله عليه وآله لعلي عليه السلام بأي شئ سميت ابني هذا، قال عليه السلام ما كنت لاسبقك باسمه يا رسول الله وقد كنت أحب ان اسميه حربا، فقال صلى الله عليه وآله ما كنت لاسبق باسمه ربي عزوجل فأتاه جبريل عليه السلام فقال الجبار يقرئك السلام ويقول سمه باسم ابن هارون، فقال صلى الله عليه وآله وما اسم ابن هارون، فقال شبير، فقال صلى الله عليه وآله لساني عربي فقال سمه الحسين فسماه ثم عق عنه النبي صلى الله عليه وآله يوم السابع بكبشين املحين وحلق رأسه وتصدق بوزن شعره ورقا وطلى رأسه بالخلوق، وقال الدم فعل الجاهلية وأعطى القابلة فخذ كبش .","","","","Zaydi","","","","","V01P468"
"rida_0020","20","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","20","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: حدثني أبي علي بن الحسين عليهما السلام انه سمى حسنا يوم سابعه واشتق من اسم الحسن الحسين وذكر انه لم يكن بينهما الا الحمل. وباسناده قال. حدثني أبي علي بن الحسين عليهما السلام ان علي بن الحسين دخل المستراح فوجد لقمة ملقاة فدفعها إلى غلام له وقال يا غلام ذكرني عن هذه اللقمة إذا خرجت فأكلها الغلام، فلما خرج الحسين عليه السلام قال يا غلام اين اللقمة، قال أكلتها يا مولاي، فقال الحسين عليه السلام انت حر لوجه الله تعالى، فقال له رجل اعتقته يا سيدي، قال نعم سمعت جدي رسول الله صلى الله عليه وآله وهو يقول من وجد لقمة ملقاة فمسح منها ما يمسح وغسل منها ما يغسل ثم أكلها لم تستقر في جوفه حتى يعتقه الله تعالى من النار ولم أكن لاستعبد رجلا أعتقه الله من النار. وباسناده قال: حدثني أبي علي بن الحسين عليهما السلام ان فاطمة عقت عن الحسن والحسين فأعطت القابلة فخذ شاة ودينارا. وباسناده قال علي بن أبي طالب عليه السلام كأني بالقصور وقد شيدت حول قبر الحسين وكأني بالاسواق وقد حفت حول قبره ولا تذهب الايام والليالي حتى يسار إليه من الآفاق وذلك عند انقطاع بني مروان. وباسناده قال: سئل جعفر بن محمد عليه السلام عن زيارة قبر الحسين عليه السلام، قال أخبرني أبي قال من زار قبر الحسين بن علي عارفا بحقه كتبه الله في أعلا عليين، ثم قال ان حول قبره لسبعين الف ملك شعثا غبرا يبكون عليه إلى ان تقوم الساعة. وباسناده قال: قال رسول الله صلى الله عليه وآله: ان قاتل الحسين في تابوت من النار عليه نصف عذاب اهل النار وقد تشد يداه ورجلاه بسلاسل من نار فينكس في النار حتى يقع في قعر جهنم وله ريح يتعوذ اهل النار إلى ربهم من شدة نتنه وهو فيها خالد ذائق العذاب الاليم كلما نضجت جلودهم بدل الله الجلود ليذوقوا العذاب الاليم، لا يفتر عنهم ساعة ويسقون من حميم جهنم، فالويل لهم من عذاب الله عزوجل.","","","","Zaydi","","","","","V01P470"
"rida_0021","21","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","21","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: حدثني أبو القاسم الطائي رحمه الله قال حدثني علي بن موسى الرضى عليه السلام قال حدثني أبي موسى بن جعفر قال حدثني ابى جعفر بن محمد قال حدثني أبي محمد بن علي قال حدثني أبي علي بن الحسين قال حدثني أبي الحسين بن علي قال حدثني أبي علي بن أبي طالب عليهم السلام جميعا قال: قال رسول الله صلى الله عليه وآله: ان موسى بن عمران رفع يديه وقال يا رب، ان أخي هارون قد مات فاغفر له، فأوحى الله تعالى إليه: يا موسى، لو سألتني في الاولين والآخرين لاجبتك ما خلا قاتل الحسين فاني لا أغفر له وأنتقم من قاتله. الباب الخامس في فضل المؤمن وحسن الخلق وفضل من اسمه محمد أو أحمد. وباسناده قال: قال رسول الله صلى الله عليه وآله: مثل المؤمن عند الله كمثل ملك مقرب وان المؤمن عند الله افضل من ملك مقرب وليس شئ أحب إلى الله من مؤمن تائب أو مؤمنة تائبة. وباسناده قال: قال رسول الله صلى الله عليه وآله ان المؤمن يعرف في السماء كما يعرف الرجل في اهله وولده وانه أكرم عند الله من ملك مقرب. وباسناده قال: قال رسول الله صلى الله عليه وآله أتاني جبريل عن ربه وهو يقول: ربي عزوجل يقرئك السلام ويقول يا محمد بشر المؤمنين الذين يعملون الصالحات ويؤمنون بك ويحبون اهل بيتك بالجنة فان لهم عندي جزاء الحسنى وسيدخلون الجنة. وباسناده قال: قال رسول الله صلى الله عليه وآله من عامل الناس ولم يظلمهم وحدثهم فلم يكذبهم ووعدهم فلم يخلفهم فهو مؤمن كملت مروءته وظهرت عدالته ووجبت محبته وحرمت غيبته.","","","","Zaydi","","","","","V01P472"
"rida_0022","22","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","22","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله من بهت مؤمنا أو مؤمنة أو قال فيه ما ليس فيه أقامه الله على تل من نار حتى يخرج مما قال فيه. وباسناده قال: قال رسول الله صلى الله عليه وآله من كرامة المؤمن على الله ان لا يجعل لاجله وقتا معلوما حتى يهم ببائقة فإذا أهم ببائقة قبضه الله رأفة به، قال الرضى عليه السلام كان جعفر بن محمد يقول تجنبوا البوائق يمد الله لكم في الاعمار. وباسناده قال: قال رسول الله صلى الله عليه وآله عليكم بحسن الخلق فان حسن الخلق في الجنة لا محالة. وباسناده قال: قال رسول الله صلى الله عليه وآله لو يعلم العبد ماله من حسن الخلق لعلم ما يحتاج الا ان يكون له حسن الخلق.","","","","Zaydi","","","","","V01P473"
"rida_0023","23","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","23","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله إذا كان يوم القيامة تجلى الله تعالى لعبده المؤمن فيوقفه على ذنوبه ذنبا ذنبا ثم يغفر الله له ولا يطلع الله على ذلك ملكا مقربا ولا نبيا مرسلا وستر عليه ما يكره ان يقف عليه أحد ثم يقول لسيآته كن حسنات. وباسناده قال: قال صلى الله عليه وآله من استذل مؤمنا أو مؤمنة أو حقره لفقره وقلة ذات يده شهره الله يوم القيامة ثم يفضحه. وباسناده قال: قال رسول الله صلى الله عليه وآله ان العبد ينال بحسن الخلق درجة الصائم القائم. وباسناده قال: قال رسول الله صلى الله عليه وآله ما من شئ أثقل في الميزان من حسن الخلق. وباسناده قال: قال رسول الله صلى الله عليه وآله الخلق السئ يفسد العمل كما يفسد الخل العسل.","","","","Zaydi","","","","","V01P474"
"rida_0024","24","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","24","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: حدثني علي بن أبي طالب عليه السلام من كنوز البراخفاء العمل والصبر على الرزايا وكتمان المصائب. وباسناده قال: حدثني على بن أبي طالب عليه السلام حسن الخلق خير قرين، وقال أكملكم ايمانا أحسنكم أخلاقا. وباسناده قال: قال رسول الله صلى الله عليه وآله عنوان صحيفة المسلم حسن الخلق. وباسناده عن امير المؤمنين عليه السلام قال: سئل رسول الله صلى الله عليه وآله ما أكثر ما يدخل الجنة قال تقوى الله وحسن الخلق، وسئل أكثر ما يدخل النار قال الاجوفان البطن والفرج. وباسناده قال: قال رسول الله صلى الله عليه وآله أقربكم مني مجلسا يوم القيامة أحسنكم خلقا وخيركم خيركم لاهله.","","","","Zaydi","","","","","V01P475"
"rida_0025","25","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","25","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال: قال رسول الله صلى الله عليه وآله أحسن الناس ايمانا أحسنهم خلقا وألطفهم بأهله وأنا ألطفكم بأهلي. وباسناده قال: قال رسول الله صلى الله عليه وآله إذا سميتم الولد محمدا فأكرموه واوسعوا له المجلس ولا تقبحوا له وجها. وباسناده قال: قال رسول الله صلى الله عليه وآله ما من قوم كانت لهم مشورة فحضر معهم من اسمه محمدا أو احمدا فادخلوه في المشورة الاخير لهم. وباسناد قال: قال رسول الله صلى الله عليه وآله ما من مائدة وضعت فقعد عليها من اسمه محمدا أو احمد الا قدس الله ذلك المنزل في كل يوم مرتين. الباب السادس في ذكر الاطعمة والفواكه والادهان وباسناده قال: قال رسول الله صلى الله عليه وآله سيد طعام الدنيا والآخرة اللحم وسيد شراب الدنيا والآخرة الماء وأنا سيد ولد آدم ولا فخر والفقر فخري. وباسناده قال: قال رسول صلى الله عليه وآله سيد طعام الدنيا والآخرة اللحم والارز. وباسناده قال: قال رسول الله صلى الله عليه وآله إذا طبختم فاكثروا القرع فانه يشد قلب الحزين. وباسناده قال: حدثني أبي علي بن أبي طالب عليه السلام قال: عليكم بالقرع فانه يزيد في الدماغ. وباسناده قال: قال رسول الله صلى الله عليه وآله إذا أكلتم الثريد فكلوا من جوانبه فان الذروة فيها بركة. وباسناده قال: حدثني علي بن أبي طالب قال: قال رسول الله صلى الله عليه وآله من أراد البقاء ولا بقاء فليباكر بالغداء ويجيد الحذاء ويخفف الرداء ويقل غشيان النساء. وباسناده قال: كان رسول الله صلى الله عليه وآله إذا أكل طعاما قال: اللهم بارك لنا فيه وارزقنا خيرا منه وإذا شرب لبنا قال: اللهم بارك لنا فيه وارزقنا منه خيرا . وباسناده قال: كان رسول الله صلى الله عليه وآله إذا شرب لبنا مضمض فاه وقال ان له دسما.","","","","Zaydi","","","","","V01P478"
"rida_0026","26","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","26","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال علي بن أبي طالب عليه السلام اوتي النبي صلى الله عليه وآله بطعام فأدخل اصبعه فإذا هو حار، فقال صلى الله عليه وآله دعوه حتى يبرد فانه أعظم بركة فان الله تعالى لم يطعمنا الحار. وباسناده قال: قال رسول الله صلى الله عليه وآله عليكم باللحم فانه ينبت اللحم ومن ترك اللحم اربعين يوما ساء خلقه. وباسناده قال: قال رسول الله صلى الله عليه وآله عليكم بالعدس فانه مبارك مقدس يرق القلب ويكثر الدمعة وانه قد بارك فيه سبعون نبيا آخرهم عيسى بن مريم عليهما السلام. وباسناده قال علي عليه السلام ذكر الشحم واللحم عند النبي صلى الله عليه وآله قال: ليس منهما بضعه تقع في المعدة الا نبتت مكانها شفاء وخرجت من مكانها داء. *","","","","Zaydi","","","","","V01P479"
"rida_0027","27","Sahifat al-Imam Ali al-Rida","Zaydi","1","1","27","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","الباب الاول في الذكر ولما كانت هذه الاحاديث المسلسة كل راو يروي عن","","وباسناده قال علي عليه السلام من بدأ بالملح اذهب الله عنه سبعين داء اولها الجذام. وباسناده قال: قال رسول الله صلى الله عليه وآله عليكم بالملح فانه شفاء من سبعين داء منها الجذام والبرص والجنون. وباسناده قال: قال رسول الله صلى الله عليه وآله ليس شئ أبغض إلى الله من بطن ملآن. وباسناده قال: حدثني أبي علي بن أبي طالب عليه السلام، قال ابو جحيفة أتيت النبي صلى الله عليه وآله وأنا أتجشأ، فقال لي يا أبا جحيفة أكفف جشاك فان أكثر الناس شبعا في الدنيا أطولهم جوعا يوم القيامة، قال فما ملا أبو جحيفة بطنه من طعام حتى لقي الله تعالى.","","","","Zaydi","","","","","V01P480"
